"nome","catalog_entry_key","canonical_id","categoria","subcategoria","musculos_grupos","equipamentos","locais","descricao_curta","descricao_longa","passos_execucao","respiracao","erros_comuns","seguranca_cuidados","regressao","progressao","quando_evitar","quando_adaptar","origem_conteudo","nivel_template","rotas_ok","rotas_com_fallback","rotas_vazias","estado_final_qualidade"
"Jumping jacks","jumping_jacks__cardio","jumping_jacks","cardio","cardio","Cardio","Peso corporal","Casa ou ginasio conforme equipamento","Abrir e fechar braços e pernas em saltos leves para aquecer e ganhar ritmo. Serve para treinar resistência cardiovascular e respiração.","Abrir e fechar braços e pernas em saltos leves para aquecer e ganhar ritmo. Serve para treinar resistência cardiovascular e respiração.","1. Fica de pé com os pés juntos e os braços ao lado do corpo.
2. Salta abrindo as pernas para os lados e, ao mesmo tempo, sobe os braços por cima da cabeça.
3. Aterra com os pés um pouco mais afastados que os ombros e os joelhos suaves.
4. Salta de novo fechando as pernas e descendo os braços ao lado do corpo.
5. Aterra sempre na parte da frente dos pés, em silêncio; mantém o tronco direito e o abdómen levemente ativo.
6. Começa devagar e aumenta o ritmo aos poucos; trabalha 20 a 60 segundos por bloco; 1
7. Faz o movimento a caminhar (abrir e fechar sem saltar) para reduzir o impacto.","Mantém a respiração contínua e reduz o ritmo se não conseguires recuperar o padrão respiratório.","Aumentar a intensidade antes de dominar a técnica.
Saltar o aquecimento.
Perder o ritmo da respiração.
Aterrar sem controlo.
Continuar com dor articular.","Aterra em silêncio, com os joelhos suaves. Para com dor nos tornozelos, joelhos ou canelas, tontura ou falta de ar fora do normal.","Pratica durante menos tempo, a um ritmo em que consigas falar, e aumenta a duração antes da intensidade.","Aumenta apenas a duração, o ritmo ou a dificuldade do percurso de cada vez.","Adapta a duração e a intensidade à tua condição atual; interrompe com dor no peito, tontura ou falta de ar fora do habitual.","Adapta a duração e a intensidade à tua condição atual; interrompe com dor no peito, tontura ou falta de ar fora do habitual.","catalogo_canonico_gerado_por_regras","bom_gerado_por_regras","1","0","0","B_BOM_GERADO_POR_REGRAS"
"Burpees","burpees__cardio","burpees","cardio","cardio","Cardio","Peso corporal","Casa ou ginasio conforme equipamento","Sequência de agachar, apoiar mãos, ir à prancha e voltar a levantar para elevar a frequência cardíaca. Serve para treinar resistência cardiovascular e respiração.","Sequência de agachar, apoiar mãos, ir à prancha e voltar a levantar para elevar a frequência cardíaca. Serve para treinar resistência cardiovascular e respiração.","1. Fica de pé com espaço livre.
2. Agacha e coloca as mãos no chão.
3. Leva os pés para trás até prancha.
4. Faz flexão apenas se a variação pedir e conseguires controlar.
5. Traz os pés para perto das mãos.
6. Levanta-te ou salta baixo.
7. Trabalha em blocos de 20 a 40 segundos a ritmo calmo, respira a cada repetição e abranda se perderes a postura.","Mantém a respiração contínua e reduz o ritmo se não conseguires recuperar o padrão respiratório.","Aumentar a intensidade antes de dominar a técnica.
Saltar o aquecimento.
Perder o ritmo da respiração.
Aterrar sem controlo.
Continuar com dor articular.","Aterra em silêncio, com os joelhos suaves. Para com dor nos tornozelos, joelhos ou canelas, tontura ou falta de ar fora do normal.","Pratica durante menos tempo, a um ritmo em que consigas falar, e aumenta a duração antes da intensidade.","Aumenta apenas a duração, o ritmo ou a dificuldade do percurso de cada vez.","Adapta a duração e a intensidade à tua condição atual; interrompe com dor no peito, tontura ou falta de ar fora do habitual.","Adapta a duração e a intensidade à tua condição atual; interrompe com dor no peito, tontura ou falta de ar fora do habitual.","catalogo_canonico_gerado_por_regras","bom_gerado_por_regras","1","0","0","B_BOM_GERADO_POR_REGRAS"
"Skaters","skaters__cardio","skaters","cardio","cardio","Cardio","Peso corporal","Casa ou ginasio conforme equipamento","Saltos laterais alternados que treinam cardio e controlo de anca. Serve para treinar resistência cardiovascular e respiração. Ensina a organizar a posicao inicial, perceber a zona ...","Saltos laterais alternados que treinam cardio e controlo de anca. Serve para treinar resistência cardiovascular e respiração. Ensina a organizar a posicao inicial, perceber a zona que deve trabalhar e ajustar amplitude, ritmo ou apoio para aprender sem dor.","1. Fica de pé com os pés à largura da anca e os joelhos ligeiramente dobrados.
2. Salta para o lado com uma perna, aterrando nesse pé com o joelho suave.
3. Deixa a outra perna cruzar por trás, sem apoiar ou tocando só com a ponta.
4. Balança os braços ao ritmo, como um patinador; salta de seguida para o outro lado, empurrando com a perna de apoio.
5. Aterra sempre em silêncio, com o joelho alinhado com o pé.
6. Começa com saltos curtos e aumenta a distância aos poucos; trabalha 20 a 40 segundos por bloco; 1
7. Reduz a distância do salto se o joelho cair para dentro na aterragem.","Mantém a respiração contínua e reduz o ritmo se não conseguires recuperar o padrão respiratório.","Aumentar a intensidade antes de dominar a técnica.
Saltar o aquecimento.
Perder o ritmo da respiração.
Aterrar sem controlo.
Continuar com dor articular.","Aterra em silêncio, com os joelhos suaves. Para com dor nos tornozelos, joelhos ou canelas, tontura ou falta de ar fora do normal.","Pratica durante menos tempo, a um ritmo em que consigas falar, e aumenta a duração antes da intensidade.","Aumenta apenas a duração, o ritmo ou a dificuldade do percurso de cada vez.","Adapta a duração e a intensidade à tua condição atual; interrompe com dor no peito, tontura ou falta de ar fora do habitual.","Adapta a duração e a intensidade à tua condição atual; interrompe com dor no peito, tontura ou falta de ar fora do habitual.","catalogo_canonico_gerado_por_regras","bom_gerado_por_regras","1","0","0","B_BOM_GERADO_POR_REGRAS"
"High knees","high_knees__cardio","high_knees","cardio","cardio","Cardio","Peso corporal","Casa ou ginasio conforme equipamento","Corrida no lugar com joelhos altos para aumentar cadência e respiração. Serve para treinar resistência cardiovascular e respiração.","Corrida no lugar com joelhos altos para aumentar cadência e respiração. Serve para treinar resistência cardiovascular e respiração.","1. Fica de pé com o tronco direito e o olhar em frente; corre no lugar elevando um joelho de cada vez até à altura da anca.
2. Aterra na parte da frente dos pés, com passos leves e rápidos.
3. Usa os braços dobrados a 90 graus, a bombear ao ritmo da corrida.
4. Mantém o abdómen ativo para o tronco não inclinar para trás.
5. Começa com joelhos à altura média e sobe conforme o controlo; trabalha 15 a 30 segundos por bloco.
6. Marcha no lugar elevando os joelhos, sem correr, para reduzir o impacto.
7. 1; para se perderes a postura ou o ritmo respiratório.","Mantém a respiração contínua e reduz o ritmo se não conseguires recuperar o padrão respiratório.","Aumentar a intensidade antes de dominar a técnica.
Saltar o aquecimento.
Perder o ritmo da respiração.
Aterrar sem controlo.
Continuar com dor articular.","Aterra em silêncio, com os joelhos suaves. Para com dor nos tornozelos, joelhos ou canelas, tontura ou falta de ar fora do normal.","Pratica durante menos tempo, a um ritmo em que consigas falar, e aumenta a duração antes da intensidade.","Aumenta apenas a duração, o ritmo ou a dificuldade do percurso de cada vez.","Adapta a duração e a intensidade à tua condição atual; interrompe com dor no peito, tontura ou falta de ar fora do habitual.","Adapta a duração e a intensidade à tua condição atual; interrompe com dor no peito, tontura ou falta de ar fora do habitual.","catalogo_canonico_gerado_por_regras","bom_gerado_por_regras","1","0","0","B_BOM_GERADO_POR_REGRAS"
"Circuito cardio peso corporal","circuito_cardio_peso_corporal__cardio","circuito_cardio_peso_corporal","cardio","cardio","Cardio","Peso corporal","Casa ou ginasio conforme equipamento","Sequência de cardio sem equipamento alternando movimentos de corpo inteiro por tempo. Serve para treinar resistência cardiovascular e respiração.","Sequência de cardio sem equipamento alternando movimentos de corpo inteiro por tempo. Serve para treinar resistência cardiovascular e respiração.","1. Começa em pé com espaço livre e postura alta.
2. Encadeia 4 a 6 exercícios sem equipamento, 30 a 45 segundos em cada, com pausas curtas.
3. Começa em ritmo fácil nos primeiros 30 a 60 segundos para aquecer.
4. Mantém joelhos suaves, pés a aterrar com controlo e abdómen ativo.
5. Aumenta intensidade só se a coordenação continuar limpa.
6. Trabalha 20 a 60 segundos por bloco ou 5 a 20 minutos em ritmo contínuo.
7. Abranda antes de parar totalmente.","Mantém a respiração contínua e reduz o ritmo se não conseguires recuperar o padrão respiratório.","Aumentar a intensidade antes de dominar a técnica.
Saltar o aquecimento.
Perder o ritmo da respiração.
Aterrar sem controlo.
Continuar com dor articular.","Mantém a intensidade adequada ao teu nível. Abranda ou termina se houver tontura, dor no peito, falta de ar fora do normal ou perda de coordenação.","Pratica durante menos tempo, a um ritmo em que consigas falar, e aumenta a duração antes da intensidade.","Aumenta apenas a duração, o ritmo ou a dificuldade do percurso de cada vez.","Adapta a duração e a intensidade à tua condição atual; interrompe com dor no peito, tontura ou falta de ar fora do habitual.","Adapta a duração e a intensidade à tua condição atual; interrompe com dor no peito, tontura ou falta de ar fora do habitual.","catalogo_canonico_gerado_por_regras","bom_gerado_por_regras","1","0","0","B_BOM_GERADO_POR_REGRAS"
"Passadeira caminhada","passadeira_caminhada__cardio","passadeira_caminhada","cardio","cardio","Cardio","Passadeira","Ginasio","Caminhada basica na passadeira para cardio acessivel e baixo impacto. Serve para criar habito, aquecer ou acumular minutos faceis.","Caminhada basica na passadeira para cardio acessivel e baixo impacto. Serve para criar habito, aquecer ou acumular minutos faceis.","1. Comeca com velocidade baixa e confirma que caminhas no centro.
2. Mantem passos confortaveis, sem olhar constantemente para os pes.
3. Caminha com respiracao calma e bracos soltos.
4. Leva o ritmo para uma intensidade em que consegues conversar.
5. Reduz a velocidade antes de sair da passadeira.
6. Regista a duracao em minutos ou segundos e ajusta a velocidade da passadeira antes do proximo bloco.","Respira de forma continua; inspira pelo nariz ou boca e expira sem prender o ar, ajustando o ritmo se ficares ofegante cedo demais.","Aumentar velocidade antes de estabilizar a passada.
Segurar nos apoios laterais para aguentar ritmo alto.
Olhar para os pes, prender a respiracao ou ignorar dor no peito, tontura ou joelho.","Para ou abranda se houver dor no peito, tontura, falta de ar anormal, dor no joelho, dor na anca ou perda de equilibrio.","Reduz velocidade, inclinacao, duracao ou usa caminhada simples ate conseguires falar em frases curtas sem perder postura.","Aumenta minutos totais antes de aumentar velocidade.","Evita ou adapta quando houver dor aguda, tontura, falta de ar fora do normal, lesao recente sem liberacao ou inseguranca na passadeira.","Evita ou adapta quando houver dor aguda, tontura, falta de ar fora do normal, lesao recente sem liberacao ou inseguranca na passadeira.","catalogo_canonico_gerado_por_regras","bom_gerado_por_regras","1","0","0","B_BOM_GERADO_POR_REGRAS"
"Passadeira caminhada rápida","passadeira_caminhada_rapida__cardio","passadeira_caminhada_rapida","cardio","cardio","Cardio","Passadeira","Ginasio","Caminhada rapida na passadeira para cardio sem corrida. Serve para elevar a frequencia cardiaca mantendo impacto baixo e passada controlada.","Caminhada rapida na passadeira para cardio sem corrida. Serve para elevar a frequencia cardiaca mantendo impacto baixo e passada controlada.","1. Comeca em caminhada facil durante alguns minutos.
2. Sobe a velocidade ate um passo vivo, sem precisar correr.
3. Caminha com bracos naturais, olhar em frente e tronco alto.
4. Mantem ritmo em que falas apenas frases curtas.
5. Baixa gradualmente antes de parar.
6. Regista a duracao em minutos ou segundos e ajusta a velocidade da passadeira antes do proximo bloco.","Respira de forma continua; inspira pelo nariz ou boca e expira sem prender o ar, ajustando o ritmo se ficares ofegante cedo demais.","Aumentar velocidade antes de estabilizar a passada.
Segurar nos apoios laterais para aguentar ritmo alto.
Olhar para os pes, prender a respiracao ou ignorar dor no peito, tontura ou joelho.","Para ou abranda se houver dor no peito, tontura, falta de ar anormal, dor no joelho, dor na anca ou perda de equilibrio.","Reduz velocidade, inclinacao, duracao ou usa caminhada simples ate conseguires falar em frases curtas sem perder postura.","Aumenta duracao ou pequenos blocos de inclinacao antes de correr.","Evita ou adapta quando houver dor aguda, tontura, falta de ar fora do normal, lesao recente sem liberacao ou inseguranca na passadeira.","Evita ou adapta quando houver dor aguda, tontura, falta de ar fora do normal, lesao recente sem liberacao ou inseguranca na passadeira.","catalogo_canonico_gerado_por_regras","bom_gerado_por_regras","1","0","0","B_BOM_GERADO_POR_REGRAS"
"Passadeira corrida leve","passadeira_corrida_leve__cardio","passadeira_corrida_leve","cardio","cardio","Cardio","Passadeira","Ginasio","Corrida leve na passadeira para resistencia facil e tecnica relaxada. Serve para correr sem sprint, mantendo impacto, passada e respiracao sob controlo.","Corrida leve na passadeira para resistencia facil e tecnica relaxada. Serve para correr sem sprint, mantendo impacto, passada e respiracao sob controlo.","1. Comeca com caminhada e passa para trote suave.
2. Ajusta a velocidade ate a corrida ficar leve e estavel.
3. Corre com passada curta, ombros relaxados e olhar em frente.
4. Mantem ritmo em que ainda consegues falar algumas palavras.
5. Volta para caminhada antes de terminar.
6. Regista a duracao em minutos ou segundos e ajusta a velocidade da passadeira antes do proximo bloco.","Respira de forma continua; inspira pelo nariz ou boca e expira sem prender o ar, ajustando o ritmo se ficares ofegante cedo demais.","Aumentar velocidade antes de estabilizar a passada.
Segurar nos apoios laterais para aguentar ritmo alto.
Olhar para os pes, prender a respiracao ou ignorar dor no peito, tontura ou joelho.","Para ou abranda se houver dor no peito, tontura, falta de ar anormal, dor no joelho, dor na anca ou perda de equilibrio.","Reduz velocidade, inclinacao, duracao ou usa caminhada simples ate conseguires falar em frases curtas sem perder postura.","Aumenta o tempo de corrida continua antes de subir velocidade.","Evita ou adapta quando houver dor aguda, tontura, falta de ar fora do normal, lesao recente sem liberacao ou inseguranca na passadeira.","Evita ou adapta quando houver dor aguda, tontura, falta de ar fora do normal, lesao recente sem liberacao ou inseguranca na passadeira.","catalogo_canonico_gerado_por_regras","bom_gerado_por_regras","1","0","0","B_BOM_GERADO_POR_REGRAS"
"Passadeira corrida intervalada","passadeira_corrida_intervalada__cardio","passadeira_corrida_intervalada","cardio","cardio","Cardio","Passadeira","Ginasio","Corrida intervalada na passadeira para praticar alternancia entre trote firme e recuperacao. Serve para treinar mudanca de ritmo sem sprint maximo.","Corrida intervalada na passadeira para praticar alternancia entre trote firme e recuperacao. Serve para treinar mudanca de ritmo sem sprint maximo.","1. Comeca depois de aquecer em caminhada e trote leve.
2. Ajusta uma velocidade de corrida firme que ainda controlas.
3. Corre o bloco rapido com passada curta e tronco alto.
4. Volta para trote leve ou caminhada durante a recuperacao.
5. Alterna os blocos e termina com cooldown gradual.
6. Regista a duracao em minutos ou segundos e ajusta a velocidade da passadeira antes do proximo bloco.","Respira de forma continua; inspira pelo nariz ou boca e expira sem prender o ar, ajustando o ritmo se ficares ofegante cedo demais.","Aumentar velocidade antes de estabilizar a passada.
Segurar nos apoios laterais para aguentar ritmo alto.
Olhar para os pes, prender a respiracao ou ignorar dor no peito, tontura ou joelho.","Para ou abranda se houver dor no peito, tontura, falta de ar anormal, dor no joelho, dor na anca ou perda de equilibrio.","Reduz velocidade, inclinacao, duracao ou usa caminhada simples ate conseguires falar em frases curtas sem perder postura.","Aumenta primeiro o numero de blocos e depois a duracao da corrida firme.","Evita ou adapta quando houver dor aguda, tontura, falta de ar fora do normal, lesao recente sem liberacao ou inseguranca na passadeira.","Evita ou adapta quando houver dor aguda, tontura, falta de ar fora do normal, lesao recente sem liberacao ou inseguranca na passadeira.","catalogo_canonico_gerado_por_regras","bom_gerado_por_regras","1","0","0","B_BOM_GERADO_POR_REGRAS"
"Passadeira inclinação","passadeira_inclinacao__cardio","passadeira_inclinacao","cardio","cardio","Cardio","Passadeira","Ginasio","Caminhada com inclinacao para aumentar trabalho cardiovascular e das pernas sem precisar correr. A inclinacao deve desafiar sem obrigar a agarrar os apoios.","Caminhada com inclinacao para aumentar trabalho cardiovascular e das pernas sem precisar correr. A inclinacao deve desafiar sem obrigar a agarrar os apoios.","1. Comeca plano e em velocidade facil.
2. Sobe a inclinacao de forma gradual, mantendo passada curta.
3. Caminha com tronco alto sem puxar pelos apoios laterais.
4. Leva o esforco para gluteos, gemeos e respiracao controlada.
5. Reduz inclinacao antes de reduzir a velocidade e sair.
6. Regista a duracao em minutos ou segundos e ajusta a velocidade da passadeira antes do proximo bloco.","Respira de forma continua; inspira pelo nariz ou boca e expira sem prender o ar, ajustando o ritmo se ficares ofegante cedo demais.","Aumentar velocidade antes de estabilizar a passada.
Segurar nos apoios laterais para aguentar ritmo alto.
Olhar para os pes, prender a respiracao ou ignorar dor no peito, tontura ou joelho.","Para ou abranda se houver dor no peito, tontura, falta de ar anormal, dor no joelho, dor na anca ou perda de equilibrio.","Reduz velocidade, inclinacao, duracao ou usa caminhada simples ate conseguires falar em frases curtas sem perder postura.","Aumenta inclinacao em pequenos passos ou prolonga o bloco mantendo a mesma velocidade.","Evita ou adapta quando houver dor aguda, tontura, falta de ar fora do normal, lesao recente sem liberacao ou inseguranca na passadeira.","Evita ou adapta quando houver dor aguda, tontura, falta de ar fora do normal, lesao recente sem liberacao ou inseguranca na passadeira.","catalogo_canonico_gerado_por_regras","bom_gerado_por_regras","1","0","0","B_BOM_GERADO_POR_REGRAS"
"Passadeira inclinação moderada","passadeira_inclinacao_moderada__cardio","passadeira_inclinacao_moderada","cardio","cardio","Cardio","Passadeira","Ginasio","Caminhada em inclinacao moderada para aumentar esforco sem correr. Serve para desafiar pernas e cardio com velocidade mais baixa e postura controlada.","Caminhada em inclinacao moderada para aumentar esforco sem correr. Serve para desafiar pernas e cardio com velocidade mais baixa e postura controlada.","1. Comeca plano e aquece em caminhada facil.
2. Sobe a inclinacao para nivel moderado sem aumentar demasiado a velocidade.
3. Caminha com tronco alto, sem puxar os apoios laterais.
4. Leva o esforco para gluteos e gemeos mantendo respiracao regular.
5. Reduz a inclinacao antes de baixar a velocidade.
6. Regista a duracao em minutos ou segundos e ajusta a velocidade da passadeira antes do proximo bloco.","Respira de forma continua; inspira pelo nariz ou boca e expira sem prender o ar, ajustando o ritmo se ficares ofegante cedo demais.","Aumentar velocidade antes de estabilizar a passada.
Segurar nos apoios laterais para aguentar ritmo alto.
Olhar para os pes, prender a respiracao ou ignorar dor no peito, tontura ou joelho.","Para ou abranda se houver dor no peito, tontura, falta de ar anormal, dor no joelho, dor na anca ou perda de equilibrio.","Reduz velocidade, inclinacao, duracao ou usa caminhada simples ate conseguires falar em frases curtas sem perder postura.","Aumenta inclinacao em passos pequenos ou prolonga o bloco moderado.","Evita ou adapta quando houver dor aguda, tontura, falta de ar fora do normal, lesao recente sem liberacao ou inseguranca na passadeira.","Evita ou adapta quando houver dor aguda, tontura, falta de ar fora do normal, lesao recente sem liberacao ou inseguranca na passadeira.","catalogo_canonico_gerado_por_regras","bom_gerado_por_regras","1","0","0","B_BOM_GERADO_POR_REGRAS"
"Passadeira sprints","passadeira_sprints__cardio","passadeira_sprints","cardio","cardio","Cardio","Passadeira","Ginasio","Sprints curtos na passadeira para trabalho rapido e avancado com recuperacao completa. Serve para velocidade, nao para aquecimento nem recuperacao.","Sprints curtos na passadeira para trabalho rapido e avancado com recuperacao completa. Serve para velocidade, nao para aquecimento nem recuperacao.","1. Comeca apenas depois de aquecimento completo fora ou na passadeira.
2. Sobe para velocidade alta por poucos segundos.
3. Corre forte com passada segura e corpo centrado.
4. Reduz para caminhada longa de recuperacao.
5. Termina se a passada ficar pesada ou descontrolada.
6. Regista a duracao em minutos ou segundos e ajusta a velocidade da passadeira antes do proximo bloco.","Respira de forma continua; inspira pelo nariz ou boca e expira sem prender o ar, ajustando o ritmo se ficares ofegante cedo demais.","Aumentar velocidade antes de estabilizar a passada.
Segurar nos apoios laterais para aguentar ritmo alto.
Olhar para os pes, prender a respiracao ou ignorar dor no peito, tontura ou joelho.","Para ou abranda se houver dor no peito, tontura, falta de ar anormal, dor no joelho, dor na anca ou perda de equilibrio.","Reduz velocidade, inclinacao, duracao ou usa caminhada simples ate conseguires falar em frases curtas sem perder postura.","Aumenta primeiro recuperacao e controlo; depois acrescenta um sprint curto.","Evita ou adapta quando houver dor aguda, tontura, falta de ar fora do normal, lesao recente sem liberacao ou inseguranca na passadeira.","Evita ou adapta quando houver dor aguda, tontura, falta de ar fora do normal, lesao recente sem liberacao ou inseguranca na passadeira.","catalogo_canonico_gerado_por_regras","bom_gerado_por_regras","1","0","0","B_BOM_GERADO_POR_REGRAS"
"Passadeira sprints intervalados","passadeira_sprints_intervalados__cardio","passadeira_sprints_intervalados","cardio","cardio","Cardio","Passadeira","Ginasio","Sprints intervalados na passadeira para praticantes que ja dominam a corrida. Serve para esforcos curtos, com recuperacao clara entre blocos.","Sprints intervalados na passadeira para praticantes que ja dominam a corrida. Serve para esforcos curtos, com recuperacao clara entre blocos.","1. Comeca com aquecimento completo e confirma espaco seguro na passadeira.
2. Sobe a velocidade apenas para o bloco curto de sprint controlado.
3. Corre forte mantendo pe no centro e sem agarrar os apoios.
4. Reduz para caminhada ate recuperar a respiracao.
5. Para a serie antes de perder passada ou equilibrio.
6. Regista a duracao em minutos ou segundos e ajusta a velocidade da passadeira antes do proximo bloco.","Respira de forma continua; inspira pelo nariz ou boca e expira sem prender o ar, ajustando o ritmo se ficares ofegante cedo demais.","Aumentar velocidade antes de estabilizar a passada.
Segurar nos apoios laterais para aguentar ritmo alto.
Olhar para os pes, prender a respiracao ou ignorar dor no peito, tontura ou joelho.","Para ou abranda se houver dor no peito, tontura, falta de ar anormal, dor no joelho, dor na anca ou perda de equilibrio.","Reduz velocidade, inclinacao, duracao ou usa caminhada simples ate conseguires falar em frases curtas sem perder postura.","Aumenta no maximo um sprint por sessao antes de mexer na velocidade.","Evita ou adapta quando houver dor aguda, tontura, falta de ar fora do normal, lesao recente sem liberacao ou inseguranca na passadeira.","Evita ou adapta quando houver dor aguda, tontura, falta de ar fora do normal, lesao recente sem liberacao ou inseguranca na passadeira.","catalogo_canonico_gerado_por_regras","bom_gerado_por_regras","1","0","0","B_BOM_GERADO_POR_REGRAS"
"Passadeira aquecimento","passadeira_aquecimento__cardio","treadmill_warmup","cardio","cardio","Cardio","Passadeira","Ginasio","Caminhada inicial para elevar temperatura e preparar tornozelos, joelhos e anca antes do treino. O ritmo deve permitir falar sem ficar ofegante.","Caminhada inicial para elevar temperatura e preparar tornozelos, joelhos e anca antes do treino. O ritmo deve permitir falar sem ficar ofegante.","1. Sobe para a passadeira parada e prende a mola de seguranca se existir.
2. Comeca a caminhar muito leve durante o primeiro minuto.
3. Leva a passada para um ritmo natural, com bracos soltos e olhar em frente.
4. Aumenta ligeiramente a velocidade apenas se a respiracao continuar calma.
5. Mantem 3 a 8 minutos e termina baixando a velocidade antes de sair.
6. Regista a duracao em minutos ou segundos e ajusta a velocidade da passadeira antes do proximo bloco.","Respira de forma continua; inspira pelo nariz ou boca e expira sem prender o ar, ajustando o ritmo se ficares ofegante cedo demais.","Aumentar velocidade antes de estabilizar a passada.
Segurar nos apoios laterais para aguentar ritmo alto.
Olhar para os pes, prender a respiracao ou ignorar dor no peito, tontura ou joelho.","Para ou abranda se houver dor no peito, tontura, falta de ar anormal, dor no joelho, dor na anca ou perda de equilibrio.","Reduz velocidade, inclinacao, duracao ou usa caminhada simples ate conseguires falar em frases curtas sem perder postura.","Aumenta 1 a 2 minutos ou acrescenta inclinacao muito baixa quando o aquecimento leve estiver confortavel.","Evita ou adapta quando houver dor aguda, tontura, falta de ar fora do normal, lesao recente sem liberacao ou inseguranca na passadeira.","Evita ou adapta quando houver dor aguda, tontura, falta de ar fora do normal, lesao recente sem liberacao ou inseguranca na passadeira.","catalogo_canonico_gerado_por_regras","bom_gerado_por_regras","2","0","0","B_BOM_GERADO_POR_REGRAS"
"Passadeira cooldown","passadeira_cooldown__cardio","treadmill_cooldown","cardio","cardio","Cardio","Passadeira","Ginasio","Caminhada final para baixar gradualmente a intensidade depois de corrida, musculacao ou cardio. Serve para recuperar o ritmo respiratorio sem parar de repente.","Caminhada final para baixar gradualmente a intensidade depois de corrida, musculacao ou cardio. Serve para recuperar o ritmo respiratorio sem parar de repente.","1. Comeca por reduzir a velocidade ate uma caminhada facil antes de terminar a sessao.
2. Mantem tronco alto e deixa os ombros relaxar.
3. Caminha com passos curtos enquanto a respiracao volta ao normal.
4. Baixa a velocidade mais uma vez se ainda estiveres ofegante.
5. Termina so quando consegues sair da passadeira com equilibrio.
6. Regista a duracao em minutos ou segundos e ajusta a velocidade da passadeira antes do proximo bloco.","Respira de forma continua; inspira pelo nariz ou boca e expira sem prender o ar, ajustando o ritmo se ficares ofegante cedo demais.","Aumentar velocidade antes de estabilizar a passada.
Segurar nos apoios laterais para aguentar ritmo alto.
Olhar para os pes, prender a respiracao ou ignorar dor no peito, tontura ou joelho.","Para ou abranda se houver dor no peito, tontura, falta de ar anormal, dor no joelho, dor na anca ou perda de equilibrio.","Reduz velocidade, inclinacao, duracao ou usa caminhada simples ate conseguires falar em frases curtas sem perder postura.","Prolonga para 5 a 10 minutos em dias de treino mais intenso, mantendo sempre ritmo facil.","Evita ou adapta quando houver dor aguda, tontura, falta de ar fora do normal, lesao recente sem liberacao ou inseguranca na passadeira.","Evita ou adapta quando houver dor aguda, tontura, falta de ar fora do normal, lesao recente sem liberacao ou inseguranca na passadeira.","catalogo_canonico_gerado_por_regras","bom_gerado_por_regras","2","0","0","B_BOM_GERADO_POR_REGRAS"
"Passadeira resistência aeróbia","passadeira_resistencia_aerobia__cardio","treadmill_aerobic_endurance","cardio","cardio","Cardio","Passadeira","Ginasio","Sessao continua de resistencia aerobica na passadeira. Serve para sustentar esforco moderado durante mais tempo sem acelerar como sprint.","Sessao continua de resistencia aerobica na passadeira. Serve para sustentar esforco moderado durante mais tempo sem acelerar como sprint.","1. Comeca com caminhada leve e aumenta para ritmo continuo.
2. Escolhe velocidade que consegues manter sem agarrar os apoios.
3. Leva a respiracao para um ritmo firme mas regular.
4. Mantem passada economica durante o tempo planeado.
5. Baixa a velocidade por etapas antes do cooldown.
6. Regista a duracao em minutos ou segundos e ajusta a velocidade da passadeira antes do proximo bloco.","Respira de forma continua; inspira pelo nariz ou boca e expira sem prender o ar, ajustando o ritmo se ficares ofegante cedo demais.","Aumentar velocidade antes de estabilizar a passada.
Segurar nos apoios laterais para aguentar ritmo alto.
Olhar para os pes, prender a respiracao ou ignorar dor no peito, tontura ou joelho.","Para ou abranda se houver dor no peito, tontura, falta de ar anormal, dor no joelho, dor na anca ou perda de equilibrio.","Reduz velocidade, inclinacao, duracao ou usa caminhada simples ate conseguires falar em frases curtas sem perder postura.","Aumenta o tempo total em blocos pequenos antes de subir velocidade.","Evita ou adapta quando houver dor aguda, tontura, falta de ar fora do normal, lesao recente sem liberacao ou inseguranca na passadeira.","Evita ou adapta quando houver dor aguda, tontura, falta de ar fora do normal, lesao recente sem liberacao ou inseguranca na passadeira.","catalogo_canonico_gerado_por_regras","bom_gerado_por_regras","2","0","0","B_BOM_GERADO_POR_REGRAS"
