"category","type","combination","item","count","recommendation","details"
"FAIL_WRONG_RESULTS","Recuperacao","Recuperacao > Casa sem equipamento > Peso corporal > Mobilidade leve","recovery>place_home_no_equipment>bodyweight>light_mobility>light_mobility","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Mobilidade torácica, Mobilidade de ombro, Mobilidade de anca, Círculos de ombro, Alongamento posterior do ombro"
"FAIL_WRONG_RESULTS","Recuperacao","Recuperacao > Casa sem equipamento > Peso corporal > Respiração","recovery>place_home_no_equipment>bodyweight>breathing>breathing","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Respiração 90/90 com costelas baixas"
"FAIL_WRONG_RESULTS","Recuperacao","Recuperacao > Casa sem equipamento > Peso corporal > Recuperação ativa","recovery>place_home_no_equipment>bodyweight>active_recovery>active_recovery","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força"
"FAIL_WRONG_RESULTS","Recuperacao","Recuperacao > Casa sem equipamento > Chão livre > Caminhada leve","recovery>place_home_no_equipment>floor>easy_walk>easy_walk","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força"
"FAIL_WRONG_RESULTS","Recuperacao","Recuperacao > Casa sem equipamento > Chão livre > Mobilidade leve","recovery>place_home_no_equipment>floor>light_mobility>light_mobility","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Mobilidade torácica, Mobilidade de ombro, Mobilidade de anca, Círculos de ombro, Alongamento posterior do ombro"
"FAIL_WRONG_RESULTS","Recuperacao","Recuperacao > Casa sem equipamento > Chão livre > Respiração","recovery>place_home_no_equipment>floor>breathing>breathing","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Respiração 90/90 com costelas baixas"
"FAIL_WRONG_RESULTS","Recuperacao","Recuperacao > Casa sem equipamento > Chão livre > Recuperação ativa","recovery>place_home_no_equipment>floor>active_recovery>active_recovery","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força"
"FAIL_WRONG_RESULTS","Recuperacao","Recuperacao > Casa sem equipamento > Parede estável > Caminhada leve","recovery>place_home_no_equipment>wall>easy_walk>easy_walk","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força"
"FAIL_WRONG_RESULTS","Recuperacao","Recuperacao > Casa sem equipamento > Parede estável > Mobilidade leve","recovery>place_home_no_equipment>wall>light_mobility>light_mobility","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Mobilidade torácica, Mobilidade de ombro, Mobilidade de anca, Círculos de ombro, Alongamento posterior do ombro"
"FAIL_WRONG_RESULTS","Recuperacao","Recuperacao > Casa sem equipamento > Parede estável > Respiração","recovery>place_home_no_equipment>wall>breathing>breathing","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Respiração 90/90 com costelas baixas"
"FAIL_WRONG_RESULTS","Recuperacao","Recuperacao > Casa sem equipamento > Parede estável > Recuperação ativa","recovery>place_home_no_equipment>wall>active_recovery>active_recovery","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força"
"FAIL_WRONG_RESULTS","Recuperacao","Recuperacao > Casa sem equipamento > Tapete / colchonete > Caminhada leve","recovery>place_home_no_equipment>mat>easy_walk>easy_walk","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força"
"FAIL_WRONG_RESULTS","Recuperacao","Recuperacao > Casa sem equipamento > Tapete / colchonete > Mobilidade leve","recovery>place_home_no_equipment>mat>light_mobility>light_mobility","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Mobilidade torácica, Mobilidade de ombro, Mobilidade de anca, Círculos de ombro, Alongamento posterior do ombro"
"FAIL_WRONG_RESULTS","Recuperacao","Recuperacao > Casa sem equipamento > Tapete / colchonete > Respiração","recovery>place_home_no_equipment>mat>breathing>breathing","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Respiração 90/90 com costelas baixas"
"FAIL_WRONG_RESULTS","Recuperacao","Recuperacao > Casa sem equipamento > Tapete / colchonete > Recuperação ativa","recovery>place_home_no_equipment>mat>active_recovery>active_recovery","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força"
"FAIL_WRONG_RESULTS","Recuperacao","Recuperacao > Casa equipada > Peso corporal > Caminhada leve","recovery>place_home_equipped>bodyweight>easy_walk>easy_walk","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força"
"FAIL_WRONG_RESULTS","Recuperacao","Recuperacao > Casa equipada > Peso corporal > Mobilidade leve","recovery>place_home_equipped>bodyweight>light_mobility>light_mobility","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Mobilidade torácica, Mobilidade de ombro, Mobilidade de anca, Círculos de ombro, Alongamento posterior do ombro"
"FAIL_WRONG_RESULTS","Recuperacao","Recuperacao > Casa equipada > Peso corporal > Respiração","recovery>place_home_equipped>bodyweight>breathing>breathing","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Respiração 90/90 com costelas baixas"
"FAIL_WRONG_RESULTS","Recuperacao","Recuperacao > Casa equipada > Peso corporal > Recuperação ativa","recovery>place_home_equipped>bodyweight>active_recovery>active_recovery","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força"
"FAIL_WRONG_RESULTS","Recuperacao","Recuperacao > Casa equipada > Chão livre > Caminhada leve","recovery>place_home_equipped>floor>easy_walk>easy_walk","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força"
"FAIL_WRONG_RESULTS","Recuperacao","Recuperacao > Casa equipada > Chão livre > Mobilidade leve","recovery>place_home_equipped>floor>light_mobility>light_mobility","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Mobilidade torácica, Mobilidade de ombro, Mobilidade de anca, Círculos de ombro, Alongamento posterior do ombro"
"FAIL_WRONG_RESULTS","Recuperacao","Recuperacao > Casa equipada > Chão livre > Respiração","recovery>place_home_equipped>floor>breathing>breathing","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Respiração 90/90 com costelas baixas"
"FAIL_WRONG_RESULTS","Recuperacao","Recuperacao > Casa equipada > Chão livre > Recuperação ativa","recovery>place_home_equipped>floor>active_recovery>active_recovery","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força"
"FAIL_WRONG_RESULTS","Recuperacao","Recuperacao > Casa equipada > Parede estável > Caminhada leve","recovery>place_home_equipped>wall>easy_walk>easy_walk","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força"
"FAIL_WRONG_RESULTS","Recuperacao","Recuperacao > Casa equipada > Parede estável > Mobilidade leve","recovery>place_home_equipped>wall>light_mobility>light_mobility","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Mobilidade torácica, Mobilidade de ombro, Mobilidade de anca, Círculos de ombro, Alongamento posterior do ombro"
"FAIL_WRONG_RESULTS","Recuperacao","Recuperacao > Casa equipada > Parede estável > Respiração","recovery>place_home_equipped>wall>breathing>breathing","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Respiração 90/90 com costelas baixas"
"FAIL_WRONG_RESULTS","Recuperacao","Recuperacao > Casa equipada > Parede estável > Recuperação ativa","recovery>place_home_equipped>wall>active_recovery>active_recovery","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força"
"FAIL_WRONG_RESULTS","Recuperacao","Recuperacao > Casa equipada > Tapete / colchonete > Caminhada leve","recovery>place_home_equipped>mat>easy_walk>easy_walk","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força"
